%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave period (s) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave period (s),BHI-E Peak wave period (s) quality
2022-03-23 10:20,5.12,not evaluated
2022-03-23 10:50,5.38,not evaluated
2022-03-23 11:20,5.12,not evaluated
2022-03-23 11:50,6.02,not evaluated
2022-03-23 12:20,5.68,not evaluated
2022-03-23 12:50,6.02,not evaluated
2022-03-23 13:20,6.40,not evaluated
2022-03-23 13:50,6.82,not evaluated
2022-03-23 14:20,6.40,not evaluated
2022-03-23 14:50,6.40,not evaluated
2022-03-23 15:20,6.82,not evaluated
2022-03-23 15:50,7.30,not evaluated
2022-03-23 16:20,6.82,not evaluated
2022-03-23 16:50,7.30,not evaluated
2022-03-23 17:20,6.82,not evaluated
2022-03-23 17:50,6.40,not evaluated
2022-03-23 18:20,7.30,not evaluated
2022-03-23 18:50,6.82,not evaluated
2022-03-23 19:20,6.82,not evaluated
2022-03-23 19:50,6.82,not evaluated
2022-03-23 20:20,6.82,not evaluated
2022-03-23 20:50,6.82,not evaluated
2022-03-23 21:20,6.82,not evaluated
2022-03-23 21:50,6.82,not evaluated
2022-03-23 22:20,6.82,not evaluated
2022-03-23 22:50,6.82,not evaluated
2022-03-23 23:20,6.82,not evaluated
2022-03-23 23:50,7.30,not evaluated
2022-03-24 00:20,7.30,not evaluated
2022-03-24 00:50,7.30,not evaluated
2022-03-24 01:20,7.30,not evaluated
2022-03-24 01:50,7.30,not evaluated
2022-03-24 02:20,7.30,not evaluated
2022-03-24 02:50,7.30,not evaluated
2022-03-24 03:20,7.30,not evaluated
2022-03-24 03:50,7.30,not evaluated
2022-03-24 04:20,7.30,not evaluated
2022-03-24 04:50,7.30,not evaluated
2022-03-24 05:20,7.30,not evaluated
2022-03-24 05:50,7.86,not evaluated
2022-03-24 06:20,7.30,not evaluated
2022-03-24 06:50,7.86,not evaluated
2022-03-24 07:20,7.30,not evaluated
2022-03-24 07:50,7.30,not evaluated
2022-03-24 08:20,7.30,not evaluated
2022-03-24 08:50,7.30,not evaluated
2022-03-24 09:20,7.86,not evaluated
2022-03-24 09:50,7.86,not evaluated
2022-03-24 10:20,7.30,not evaluated
2022-03-24 10:50,7.30,not evaluated
2022-03-24 11:20,7.30,not evaluated
2022-03-24 11:50,7.30,not evaluated
2022-03-24 12:20,7.30,not evaluated
2022-03-24 12:50,7.30,not evaluated
2022-03-24 13:20,7.86,not evaluated
2022-03-24 13:50,7.30,not evaluated
2022-03-24 14:20,7.86,not evaluated
2022-03-24 14:50,7.30,not evaluated
2022-03-24 15:20,7.30,not evaluated
2022-03-24 15:50,7.30,not evaluated
2022-03-24 16:20,7.30,not evaluated
2022-03-24 16:50,7.30,not evaluated
2022-03-24 17:20,7.86,not evaluated
2022-03-24 17:50,7.30,not evaluated
2022-03-24 18:20,7.30,not evaluated
2022-03-24 18:50,7.86,not evaluated
2022-03-24 19:20,7.86,not evaluated
2022-03-24 19:50,7.30,not evaluated
2022-03-24 20:20,7.30,not evaluated
2022-03-24 20:50,7.30,not evaluated
2022-03-24 21:20,7.30,not evaluated
2022-03-24 21:50,7.30,not evaluated
2022-03-24 22:20,6.82,not evaluated
2022-03-24 22:50,7.86,not evaluated
2022-03-24 23:20,7.86,not evaluated
2022-03-24 23:50,7.86,not evaluated
2022-03-25 00:20,7.30,not evaluated
2022-03-25 00:50,7.86,not evaluated
2022-03-25 01:20,7.86,not evaluated
2022-03-25 01:50,7.86,not evaluated
2022-03-25 02:20,7.30,not evaluated
2022-03-25 02:50,7.86,not evaluated
2022-03-25 03:20,7.86,not evaluated
2022-03-25 03:50,8.52,not evaluated
2022-03-25 04:20,7.86,not evaluated
2022-03-25 04:50,7.86,not evaluated
2022-03-25 05:20,7.86,not evaluated
2022-03-25 05:50,7.86,not evaluated
2022-03-25 06:20,7.86,not evaluated
2022-03-25 06:50,8.52,not evaluated
2022-03-25 07:20,8.52,not evaluated
2022-03-25 07:50,8.52,not evaluated
2022-03-25 08:20,7.86,not evaluated
2022-03-25 08:50,7.86,not evaluated
2022-03-25 09:20,7.86,not evaluated
2022-03-25 09:50,7.86,not evaluated
2022-03-25 10:20,7.86,not evaluated
2022-03-25 10:50,7.86,not evaluated
2022-03-25 11:20,7.86,not evaluated
2022-03-25 11:50,7.30,not evaluated
2022-03-25 12:20,8.52,not evaluated
2022-03-25 12:50,7.86,not evaluated
2022-03-25 13:20,8.52,not evaluated
2022-03-25 13:50,7.86,not evaluated
2022-03-25 14:20,7.86,not evaluated
2022-03-25 14:50,7.86,not evaluated
2022-03-25 15:20,7.86,not evaluated
2022-03-25 15:50,7.86,not evaluated
2022-03-25 16:20,8.52,not evaluated
2022-03-25 16:50,7.86,not evaluated
2022-03-25 17:20,7.86,not evaluated
2022-03-25 17:50,7.86,not evaluated
2022-03-25 18:20,7.86,not evaluated
2022-03-25 18:50,8.52,not evaluated
2022-03-25 19:20,7.86,not evaluated
2022-03-25 19:50,7.86,not evaluated
2022-03-25 20:20,7.30,not evaluated
2022-03-25 20:50,7.86,not evaluated
2022-03-25 21:20,7.86,not evaluated
2022-03-25 21:50,7.86,not evaluated
2022-03-25 22:20,7.86,not evaluated
2022-03-25 22:50,7.30,not evaluated
2022-03-25 23:20,7.86,not evaluated
2022-03-25 23:50,7.86,not evaluated
2022-03-26 00:20,6.82,not evaluated
2022-03-26 00:50,7.86,not evaluated
2022-03-26 01:20,6.82,not evaluated
2022-03-26 01:50,6.82,not evaluated
2022-03-26 02:20,6.82,not evaluated
2022-03-26 02:50,6.82,not evaluated
2022-03-26 03:20,6.82,not evaluated
2022-03-26 03:50,6.82,not evaluated
2022-03-26 04:20,6.82,not evaluated
2022-03-26 04:50,6.40,not evaluated
2022-03-26 05:20,6.82,not evaluated
2022-03-26 05:50,6.82,not evaluated
2022-03-26 06:20,7.30,not evaluated
2022-03-26 06:50,7.30,not evaluated
2022-03-26 07:20,6.40,not evaluated
2022-03-26 07:50,7.30,not evaluated
2022-03-26 08:20,7.30,not evaluated
2022-03-26 08:50,7.86,not evaluated
2022-03-26 09:20,8.52,not evaluated
2022-03-26 09:50,8.52,not evaluated
2022-03-26 10:20,7.30,not evaluated
2022-03-26 10:50,7.86,not evaluated
2022-03-26 11:20,7.30,not evaluated
2022-03-26 11:50,7.30,not evaluated
2022-03-26 12:20,7.86,not evaluated
2022-03-26 12:50,7.86,not evaluated
2022-03-26 13:20,8.52,not evaluated
2022-03-26 13:50,8.52,not evaluated
2022-03-26 14:20,9.30,not evaluated
2022-03-26 14:50,9.30,not evaluated
2022-03-26 15:20,5.38,not evaluated
2022-03-26 15:50,4.86,not evaluated
2022-03-26 16:20,4.64,not evaluated
2022-03-26 16:50,5.12,not evaluated
2022-03-26 17:20,6.02,not evaluated
2022-03-26 17:50,6.02,not evaluated
2022-03-26 18:20,6.40,not evaluated
2022-03-26 18:50,6.40,not evaluated
2022-03-26 19:20,6.02,not evaluated
2022-03-26 19:50,6.82,not evaluated
2022-03-26 20:20,7.86,not evaluated
2022-03-26 20:50,6.82,not evaluated
2022-03-26 21:20,6.82,not evaluated
2022-03-26 21:50,7.86,not evaluated
2022-03-26 22:20,7.30,not evaluated
2022-03-26 22:50,7.30,not evaluated
2022-03-26 23:20,7.30,not evaluated
2022-03-26 23:50,7.30,not evaluated
2022-03-27 00:20,7.30,not evaluated
2022-03-27 00:50,7.30,not evaluated
2022-03-27 01:20,3.10,not evaluated
2022-03-27 01:50,3.64,not evaluated
2022-03-27 02:20,4.08,not evaluated
2022-03-27 02:50,4.44,not evaluated
2022-03-27 03:20,4.64,not evaluated
2022-03-27 03:50,5.12,not evaluated
2022-03-27 04:20,5.38,not evaluated
2022-03-27 04:50,5.12,not evaluated
2022-03-27 05:20,5.38,not evaluated
2022-03-27 05:50,5.38,not evaluated
2022-03-27 06:20,5.12,not evaluated
2022-03-27 06:50,5.38,not evaluated
2022-03-27 07:20,5.12,not evaluated
2022-03-27 07:50,5.12,not evaluated
2022-03-27 08:20,5.38,not evaluated
2022-03-27 08:50,4.86,not evaluated
2022-03-27 09:20,4.64,not evaluated
2022-03-27 09:50,4.26,not evaluated
2022-03-27 10:20,4.26,not evaluated
2022-03-27 10:50,4.44,not evaluated
2022-03-27 11:20,4.64,not evaluated
2022-03-27 11:50,4.44,not evaluated
2022-03-27 12:20,4.44,not evaluated
2022-03-27 12:50,6.40,not evaluated
2022-03-27 13:20,7.86,not evaluated
2022-03-27 13:50,6.40,not evaluated
2022-03-27 14:20,6.40,not evaluated
2022-03-27 14:50,6.02,not evaluated
2022-03-27 15:20,6.02,not evaluated
2022-03-27 15:50,6.82,not evaluated
2022-03-27 16:20,7.30,not evaluated
2022-03-27 16:50,6.82,not evaluated
2022-03-27 17:20,6.82,not evaluated
2022-03-27 17:50,7.30,not evaluated
2022-03-27 18:20,6.82,not evaluated
2022-03-27 18:50,6.82,not evaluated
2022-03-27 19:20,6.82,not evaluated
2022-03-27 19:50,6.82,not evaluated
2022-03-27 20:20,7.30,not evaluated
2022-03-27 20:50,6.82,not evaluated
2022-03-27 21:20,6.82,not evaluated
2022-03-27 21:50,6.40,not evaluated
2022-03-27 22:20,6.82,not evaluated
2022-03-27 22:50,7.86,not evaluated
2022-03-27 23:20,6.82,not evaluated
2022-03-27 23:50,6.02,not evaluated
2022-03-28 00:20,7.86,not evaluated
2022-03-28 00:50,6.40,not evaluated
2022-03-28 01:20,6.40,not evaluated
2022-03-28 01:50,2.56,not evaluated
2022-03-28 02:20,3.00,not evaluated
2022-03-28 02:50,3.52,not evaluated
2022-03-28 03:20,3.92,not evaluated
2022-03-28 03:50,4.08,not evaluated
2022-03-28 04:20,4.44,not evaluated
2022-03-28 04:50,4.44,not evaluated
2022-03-28 05:20,4.64,not evaluated
2022-03-28 05:50,4.86,not evaluated
2022-03-28 06:20,4.44,not evaluated
2022-03-28 06:50,4.64,not evaluated
2022-03-28 07:20,4.86,not evaluated
2022-03-28 07:50,4.86,not evaluated
2022-03-28 08:20,5.12,not evaluated
2022-03-28 08:50,4.64,not evaluated
2022-03-28 09:20,4.86,not evaluated
2022-03-28 09:50,4.64,not evaluated
2022-03-28 10:20,4.86,not evaluated
2022-03-28 10:50,4.64,not evaluated
2022-03-28 11:20,4.44,not evaluated
2022-03-28 11:50,4.64,not evaluated
2022-03-28 12:20,4.64,not evaluated
2022-03-28 12:50,4.44,not evaluated
2022-03-28 13:20,4.44,not evaluated
2022-03-28 13:50,4.44,not evaluated
2022-03-28 14:20,4.44,not evaluated
2022-03-28 14:50,4.86,not evaluated
2022-03-28 15:20,4.86,not evaluated
2022-03-28 15:50,4.86,not evaluated
2022-03-28 16:20,5.38,not evaluated
2022-03-28 16:50,5.38,not evaluated
2022-03-28 17:20,5.68,not evaluated
2022-03-28 17:50,5.68,not evaluated
2022-03-28 18:20,2.76,not evaluated
2022-03-28 18:50,8.52,not evaluated
2022-03-28 19:20,3.10,not evaluated
2022-03-28 19:50,3.40,not evaluated
2022-03-28 20:20,3.64,not evaluated
2022-03-28 20:50,3.64,not evaluated
2022-03-28 21:20,3.52,not evaluated
2022-03-28 21:50,3.64,not evaluated
2022-03-28 22:20,8.52,not evaluated
2022-03-28 22:50,3.92,not evaluated
2022-03-28 23:20,8.52,not evaluated
2022-03-28 23:50,7.86,not evaluated
2022-03-29 00:20,7.86,not evaluated
2022-03-29 00:50,3.00,not evaluated
2022-03-29 01:20,3.40,not evaluated
2022-03-29 01:50,3.92,not evaluated
2022-03-29 02:20,4.08,not evaluated
2022-03-29 02:50,4.44,not evaluated
2022-03-29 03:20,4.64,not evaluated
2022-03-29 03:50,5.12,not evaluated
2022-03-29 04:20,5.12,not evaluated
2022-03-29 04:50,5.12,not evaluated
2022-03-29 05:20,5.12,not evaluated
2022-03-29 05:50,5.38,not evaluated
2022-03-29 06:20,5.38,not evaluated
2022-03-29 06:50,5.12,not evaluated
2022-03-29 07:20,5.12,not evaluated
2022-03-29 07:50,5.38,not evaluated
2022-03-29 08:20,5.12,not evaluated
2022-03-29 08:50,5.38,not evaluated
2022-03-29 09:20,4.64,not evaluated
2022-03-29 09:50,5.12,not evaluated
2022-03-29 10:20,4.64,not evaluated
2022-03-29 10:50,4.64,not evaluated
2022-03-29 11:20,4.64,not evaluated
2022-03-29 11:50,4.64,not evaluated
2022-03-29 12:20,5.38,not evaluated
2022-03-29 12:50,5.38,not evaluated
2022-03-29 13:20,4.86,not evaluated
2022-03-29 13:50,4.86,not evaluated
2022-03-29 14:20,4.44,not evaluated
2022-03-29 14:50,4.26,not evaluated
2022-03-29 15:20,8.52,not evaluated
2022-03-29 15:50,10.24,not evaluated
2022-03-29 16:20,8.52,not evaluated
2022-03-29 16:50,9.30,not evaluated
2022-03-29 17:20,9.30,not evaluated
2022-03-29 17:50,8.52,not evaluated
2022-03-29 18:20,10.24,not evaluated
2022-03-29 18:50,10.24,not evaluated
2022-03-29 19:20,10.24,not evaluated
2022-03-29 19:50,11.36,not evaluated
2022-03-29 20:20,9.30,not evaluated
2022-03-29 20:50,10.24,not evaluated
2022-03-29 21:20,11.36,not evaluated
2022-03-29 21:50,11.36,not evaluated
2022-03-29 22:20,10.24,not evaluated
2022-03-29 22:50,10.24,not evaluated
2022-03-29 23:20,10.24,not evaluated
2022-03-29 23:50,10.24,not evaluated
2022-03-30 00:20,10.24,not evaluated
2022-03-30 00:50,10.24,not evaluated
2022-03-30 01:20,10.24,not evaluated
2022-03-30 01:50,9.30,not evaluated
2022-03-30 02:20,10.24,not evaluated
2022-03-30 02:50,10.24,not evaluated
2022-03-30 03:20,10.24,not evaluated
2022-03-30 03:50,10.24,not evaluated
2022-03-30 04:20,10.24,not evaluated
2022-03-30 04:50,10.24,not evaluated
2022-03-30 05:20,9.30,not evaluated
2022-03-30 05:50,10.24,not evaluated
2022-03-30 06:20,3.00,not evaluated
2022-03-30 06:50,3.10,not evaluated
2022-03-30 07:20,3.40,not evaluated
2022-03-30 07:50,3.64,not evaluated
2022-03-30 08:20,3.78,not evaluated
2022-03-30 08:50,3.78,not evaluated
2022-03-30 09:20,3.78,not evaluated
2022-03-30 09:50,3.78,not evaluated
2022-03-30 10:20,3.78,not evaluated
2022-03-30 10:50,3.92,not evaluated
2022-03-30 11:20,3.92,not evaluated
2022-03-30 11:50,3.92,not evaluated
2022-03-30 12:20,4.08,not evaluated
2022-03-30 12:50,4.44,not evaluated
2022-03-30 13:20,4.26,not evaluated
2022-03-30 13:50,4.44,not evaluated
2022-03-30 14:20,4.86,not evaluated
2022-03-30 14:50,4.86,not evaluated
2022-03-30 15:20,5.12,not evaluated
2022-03-30 15:50,4.86,not evaluated
2022-03-30 16:20,5.12,not evaluated
2022-03-30 16:50,5.38,not evaluated
2022-03-30 17:20,5.38,not evaluated
2022-03-30 17:50,5.38,not evaluated
2022-03-30 18:20,5.68,not evaluated
2022-03-30 18:50,5.68,not evaluated
2022-03-30 19:20,5.68,not evaluated
2022-03-30 19:50,5.68,not evaluated
2022-03-30 20:20,6.02,not evaluated
2022-03-30 20:50,6.02,not evaluated
2022-03-30 21:20,6.02,not evaluated
2022-03-30 21:50,6.02,not evaluated
2022-03-30 22:20,6.02,not evaluated
2022-03-30 22:50,5.68,not evaluated
2022-03-30 23:20,6.40,not evaluated
2022-03-30 23:50,6.40,not evaluated
2022-03-31 00:20,6.40,not evaluated
2022-03-31 00:50,6.02,not evaluated
2022-03-31 01:20,6.40,not evaluated
2022-03-31 01:50,6.40,not evaluated
2022-03-31 02:20,6.40,not evaluated
2022-03-31 02:50,6.82,not evaluated
2022-03-31 03:20,6.82,not evaluated
2022-03-31 03:50,6.82,not evaluated
2022-03-31 04:20,6.82,not evaluated
2022-03-31 04:50,6.82,not evaluated
2022-03-31 05:20,6.82,not evaluated
2022-03-31 05:50,6.82,not evaluated
2022-03-31 06:20,6.82,not evaluated
2022-03-31 06:50,7.30,not evaluated
2022-03-31 07:20,7.30,not evaluated
2022-03-31 07:50,7.86,not evaluated
2022-03-31 08:20,7.86,not evaluated
2022-03-31 08:50,7.86,not evaluated
2022-03-31 09:20,7.86,not evaluated
2022-03-31 09:50,7.86,not evaluated
2022-03-31 10:20,7.30,not evaluated
2022-03-31 10:50,7.86,not evaluated
2022-03-31 11:20,8.52,not evaluated
2022-03-31 11:50,8.52,not evaluated
2022-03-31 12:20,7.86,not evaluated
2022-03-31 12:50,7.86,not evaluated
2022-03-31 13:20,8.52,not evaluated
2022-03-31 13:50,8.52,not evaluated
2022-03-31 14:20,8.52,not evaluated
2022-03-31 14:50,7.86,not evaluated
2022-03-31 15:20,7.86,not evaluated
2022-03-31 15:50,8.52,not evaluated
2022-03-31 16:20,7.86,not evaluated
2022-03-31 16:50,7.86,not evaluated
2022-03-31 17:20,7.86,not evaluated
2022-03-31 17:50,7.86,not evaluated
2022-03-31 18:20,7.86,not evaluated
2022-03-31 18:50,7.86,not evaluated
2022-03-31 19:20,7.86,not evaluated
2022-03-31 19:50,7.86,not evaluated
2022-03-31 20:20,8.52,not evaluated
2022-03-31 20:50,5.38,not evaluated
2022-03-31 21:20,6.02,not evaluated
2022-03-31 21:50,9.30,not evaluated
2022-03-31 22:20,9.30,not evaluated
2022-03-31 22:50,9.30,not evaluated
2022-03-31 23:20,8.52,not evaluated
2022-03-31 23:50,8.52,not evaluated
2022-04-01 00:20,8.52,not evaluated
2022-04-01 00:50,7.86,not evaluated
2022-04-01 01:20,7.86,not evaluated
2022-04-01 01:50,9.30,not evaluated
2022-04-01 02:20,9.30,not evaluated
2022-04-01 02:50,9.30,not evaluated
2022-04-01 03:20,9.30,not evaluated
2022-04-01 03:50,8.52,not evaluated
2022-04-01 04:20,9.30,not evaluated
2022-04-01 04:50,8.52,not evaluated
2022-04-01 05:20,7.86,not evaluated
2022-04-01 05:50,8.52,not evaluated
2022-04-01 06:20,9.30,not evaluated
2022-04-01 06:50,8.52,not evaluated
2022-04-01 07:20,7.86,not evaluated
2022-04-01 07:50,9.30,not evaluated
2022-04-01 08:20,8.52,not evaluated
2022-04-01 08:50,8.52,not evaluated
2022-04-01 09:20,8.52,not evaluated
2022-04-01 09:50,8.52,not evaluated
2022-04-01 10:20,8.52,not evaluated
2022-04-01 10:50,9.30,not evaluated
2022-04-01 11:20,9.30,not evaluated
2022-04-01 11:50,9.30,not evaluated
2022-04-01 12:20,9.30,not evaluated
2022-04-01 12:50,8.52,not evaluated
2022-04-01 13:20,8.52,not evaluated
2022-04-01 13:50,8.52,not evaluated
2022-04-01 14:20,8.52,not evaluated
2022-04-01 14:50,8.52,not evaluated
2022-04-01 15:20,8.52,not evaluated
2022-04-01 15:50,8.52,not evaluated
2022-04-01 16:20,8.52,not evaluated
2022-04-01 16:50,8.52,not evaluated
2022-04-01 17:20,8.52,not evaluated
2022-04-01 17:50,8.52,not evaluated
2022-04-01 18:20,8.52,not evaluated
2022-04-01 18:50,8.52,not evaluated
2022-04-01 19:20,7.86,not evaluated
2022-04-01 19:50,8.52,not evaluated
2022-04-01 20:20,9.30,not evaluated
2022-04-01 20:50,8.52,not evaluated
2022-04-01 21:20,8.52,not evaluated
2022-04-01 21:50,8.52,not evaluated
2022-04-01 22:20,9.30,not evaluated
2022-04-01 22:50,8.52,not evaluated
2022-04-01 23:20,9.30,not evaluated
2022-04-01 23:50,9.30,not evaluated
2022-04-02 00:20,8.52,not evaluated
2022-04-02 00:50,8.52,not evaluated
2022-04-02 01:20,8.52,not evaluated
2022-04-02 01:50,34.12,not evaluated
2022-04-02 02:20,8.52,not evaluated
2022-04-02 02:50,3.52,not evaluated
2022-04-02 03:20,25.60,not evaluated
2022-04-02 03:50,4.26,not evaluated
2022-04-02 04:20,4.44,not evaluated
2022-04-02 04:50,4.86,not evaluated
2022-04-02 05:20,4.86,not evaluated
2022-04-02 05:50,5.12,not evaluated
2022-04-02 06:20,5.12,not evaluated
2022-04-02 06:50,5.38,not evaluated
2022-04-02 07:20,5.12,not evaluated
2022-04-02 07:50,5.38,not evaluated
2022-04-02 08:20,5.38,not evaluated
2022-04-02 08:50,5.38,not evaluated
2022-04-02 09:20,4.86,not evaluated
2022-04-02 09:50,5.12,not evaluated
2022-04-02 10:20,5.12,not evaluated
2022-04-02 10:50,5.38,not evaluated
2022-04-02 11:20,4.86,not evaluated
2022-04-02 11:50,5.38,not evaluated
2022-04-02 12:20,5.12,not evaluated
2022-04-02 12:50,5.12,not evaluated
2022-04-02 13:20,4.86,not evaluated
2022-04-02 13:50,7.86,not evaluated
2022-04-02 14:20,7.86,not evaluated
2022-04-02 14:50,7.86,not evaluated
2022-04-02 15:20,7.86,not evaluated
2022-04-02 15:50,7.86,not evaluated
2022-04-02 16:20,7.30,not evaluated
2022-04-02 16:50,7.86,not evaluated
2022-04-02 17:20,7.30,not evaluated
2022-04-02 17:50,7.86,not evaluated
2022-04-02 18:20,7.30,not evaluated
2022-04-02 18:50,7.30,not evaluated
2022-04-02 19:20,7.86,not evaluated
2022-04-02 19:50,7.30,not evaluated
2022-04-02 20:20,7.30,not evaluated
2022-04-02 20:50,7.30,not evaluated
2022-04-02 21:20,7.86,not evaluated
2022-04-02 21:50,7.30,not evaluated
2022-04-02 22:20,7.86,not evaluated
2022-04-02 22:50,7.86,not evaluated
2022-04-02 23:20,7.30,not evaluated
2022-04-02 23:50,7.30,not evaluated
2022-04-03 00:20,7.86,not evaluated
2022-04-03 00:50,7.30,not evaluated
2022-04-03 01:20,7.86,not evaluated
2022-04-03 01:50,7.30,not evaluated
2022-04-03 02:20,7.30,not evaluated
2022-04-03 02:50,7.30,not evaluated
2022-04-03 03:20,7.30,not evaluated
2022-04-03 03:50,7.30,not evaluated
2022-04-03 04:20,7.86,not evaluated
2022-04-03 04:50,7.86,not evaluated
2022-04-03 05:20,7.30,not evaluated
2022-04-03 05:50,7.86,not evaluated
2022-04-03 06:20,7.86,not evaluated
2022-04-03 06:50,6.82,not evaluated
2022-04-03 07:20,7.30,not evaluated
2022-04-03 07:50,7.30,not evaluated
2022-04-03 08:20,7.30,not evaluated
2022-04-03 08:50,7.30,not evaluated
2022-04-03 09:20,7.30,not evaluated
2022-04-03 09:50,7.30,not evaluated
2022-04-03 10:20,7.30,not evaluated
2022-04-03 10:50,7.30,not evaluated
2022-04-03 11:20,7.30,not evaluated
2022-04-03 11:50,7.30,not evaluated
2022-04-03 12:20,7.30,not evaluated
2022-04-03 12:50,7.86,not evaluated
2022-04-03 13:20,7.86,not evaluated
2022-04-03 13:50,8.52,not evaluated
2022-04-03 14:20,7.30,not evaluated
2022-04-03 14:50,7.86,not evaluated
2022-04-03 15:20,7.30,not evaluated
2022-04-03 15:50,7.86,not evaluated
2022-04-03 16:20,7.86,not evaluated
2022-04-03 16:50,7.30,not evaluated
2022-04-03 17:20,7.30,not evaluated
2022-04-03 17:50,7.30,not evaluated
2022-04-03 18:20,7.86,not evaluated
2022-04-03 18:50,7.30,not evaluated
2022-04-03 19:20,6.82,not evaluated
2022-04-03 19:50,8.52,not evaluated
2022-04-03 20:20,7.86,not evaluated
2022-04-03 20:50,7.86,not evaluated
2022-04-03 21:20,7.86,not evaluated
2022-04-03 21:50,7.86,not evaluated
2022-04-03 22:20,7.86,not evaluated
2022-04-03 22:50,7.86,not evaluated
2022-04-03 23:20,7.86,not evaluated
2022-04-03 23:50,7.86,not evaluated
2022-04-04 00:20,8.52,not evaluated
2022-04-04 00:50,7.30,not evaluated
2022-04-04 01:20,7.86,not evaluated
2022-04-04 01:50,3.10,not evaluated
2022-04-04 02:20,3.40,not evaluated
2022-04-04 02:50,3.78,not evaluated
2022-04-04 03:20,3.92,not evaluated
2022-04-04 03:50,4.26,not evaluated
2022-04-04 04:20,4.26,not evaluated
2022-04-04 04:50,4.44,not evaluated
2022-04-04 05:20,4.64,not evaluated
2022-04-04 05:50,4.64,not evaluated
2022-04-04 06:20,4.64,not evaluated
2022-04-04 06:50,4.86,not evaluated
2022-04-04 07:20,5.12,not evaluated
2022-04-04 07:50,4.86,not evaluated
2022-04-04 08:20,5.12,not evaluated
2022-04-04 08:50,5.12,not evaluated
2022-04-04 09:20,5.12,not evaluated
2022-04-04 09:50,6.02,not evaluated
2022-04-04 10:20,6.02,not evaluated
2022-04-04 10:50,5.68,not evaluated
2022-04-04 11:20,4.64,not evaluated
2022-04-04 11:50,5.38,not evaluated
2022-04-04 12:20,5.38,not evaluated
2022-04-04 12:50,6.02,not evaluated
2022-04-04 13:20,5.68,not evaluated
2022-04-04 13:50,5.68,not evaluated
2022-04-04 14:20,5.38,not evaluated
2022-04-04 14:50,4.86,not evaluated
2022-04-04 15:20,5.68,not evaluated
2022-04-04 15:50,4.86,not evaluated
2022-04-04 16:20,7.86,not evaluated
2022-04-04 16:50,4.86,not evaluated
2022-04-04 17:20,8.52,not evaluated
2022-04-04 17:50,7.86,not evaluated
2022-04-04 18:20,8.52,not evaluated
2022-04-04 18:50,7.86,not evaluated
2022-04-04 19:20,7.30,not evaluated
