%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave direction (deg N),BHI-E Peak wave direction (deg N) quality
2022-06-25 14:18,93.69,not evaluated
2022-06-25 14:48,109.31,not evaluated
2022-06-25 15:18,116.76,not evaluated
2022-06-25 15:48,120.37,not evaluated
2022-06-25 16:18,106.35,not evaluated
2022-06-25 16:48,122.65,not evaluated
2022-06-25 17:18,104.58,not evaluated
2022-06-25 17:48,113.52,not evaluated
2022-06-25 18:18,120.42,not evaluated
2022-06-25 18:48,120.52,not evaluated
2022-06-25 19:18,120.30,not evaluated
2022-06-25 19:48,92.78,not evaluated
2022-06-25 20:18,117.08,not evaluated
2022-06-25 20:48,103.44,not evaluated
2022-06-25 21:18,128.51,not evaluated
2022-06-25 21:48,107.31,not evaluated
2022-06-25 22:18,101.05,not evaluated
2022-06-25 22:48,99.71,not evaluated
2022-06-25 23:18,98.22,not evaluated
2022-06-25 23:48,105.70,not evaluated
2022-06-26 00:18,103.73,not evaluated
2022-06-26 00:48,91.25,not evaluated
2022-06-26 01:18,108.87,not evaluated
2022-06-26 01:48,105.75,not evaluated
2022-06-26 02:18,101.37,not evaluated
2022-06-26 02:48,103.71,not evaluated
2022-06-26 03:18,105.00,not evaluated
2022-06-26 03:48,99.51,not evaluated
2022-06-26 04:18,105.78,not evaluated
2022-06-26 04:48,111.96,not evaluated
2022-06-26 05:18,103.89,not evaluated
2022-06-26 05:48,102.02,not evaluated
2022-06-26 06:18,106.51,not evaluated
2022-06-26 06:48,103.82,not evaluated
2022-06-26 07:18,105.54,not evaluated
2022-06-26 07:48,105.26,not evaluated
2022-06-26 08:18,98.57,not evaluated
2022-06-26 08:48,103.51,not evaluated
2022-06-26 09:18,101.40,not evaluated
2022-06-26 09:48,105.20,not evaluated
2022-06-26 10:18,108.89,not evaluated
2022-06-26 10:48,104.29,not evaluated
2022-06-26 11:18,100.93,not evaluated
2022-06-26 11:48,108.06,not evaluated
2022-06-26 12:18,120.08,not evaluated
2022-06-26 12:48,108.75,not evaluated
2022-06-26 13:18,105.44,not evaluated
2022-06-26 13:48,113.34,not evaluated
2022-06-26 14:18,106.24,not evaluated
2022-06-26 14:48,96.76,not evaluated
2022-06-26 15:18,102.73,not evaluated
2022-06-26 15:48,100.02,not evaluated
2022-06-26 16:18,96.22,not evaluated
2022-06-26 16:48,107.14,not evaluated
2022-06-26 17:18,100.97,not evaluated
2022-06-26 17:48,98.68,not evaluated
2022-06-26 18:18,107.67,not evaluated
2022-06-26 18:48,102.30,not evaluated
2022-06-26 19:18,106.65,not evaluated
2022-06-26 19:48,99.63,not evaluated
2022-06-26 20:18,102.06,not evaluated
2022-06-26 20:48,104.05,not evaluated
2022-06-26 21:18,108.05,not evaluated
2022-06-26 21:48,103.20,not evaluated
2022-06-26 22:18,107.23,not evaluated
2022-06-26 22:48,102.63,not evaluated
2022-06-26 23:18,101.12,not evaluated
2022-06-26 23:48,103.03,not evaluated
2022-06-27 00:18,103.74,not evaluated
2022-06-27 00:48,108.00,not evaluated
2022-06-27 01:18,106.45,not evaluated
2022-06-27 01:48,103.51,not evaluated
2022-06-27 02:18,110.47,not evaluated
2022-06-27 02:48,102.45,not evaluated
2022-06-27 03:18,108.71,not evaluated
2022-06-27 03:48,105.01,not evaluated
2022-06-27 04:18,104.51,not evaluated
2022-06-27 04:48,106.67,not evaluated
2022-06-27 05:18,106.42,not evaluated
2022-06-27 05:48,104.05,not evaluated
2022-06-27 06:18,109.45,not evaluated
2022-06-27 06:48,105.12,not evaluated
2022-06-27 07:18,102.17,not evaluated
2022-06-27 07:48,97.09,not evaluated
2022-06-27 08:18,100.74,not evaluated
2022-06-27 08:48,105.04,not evaluated
2022-06-27 09:18,110.73,not evaluated
2022-06-27 09:48,102.94,not evaluated
2022-06-27 10:18,103.70,not evaluated
2022-06-27 10:48,102.43,not evaluated
2022-06-27 11:18,103.52,not evaluated
2022-06-27 11:48,112.11,not evaluated
2022-06-27 12:18,98.57,not evaluated
2022-06-27 12:48,100.05,not evaluated
2022-06-27 13:18,102.60,not evaluated
2022-06-27 13:48,109.55,not evaluated
2022-06-27 14:18,115.23,not evaluated
2022-06-27 14:48,104.59,not evaluated
2022-06-27 15:18,100.18,not evaluated
2022-06-27 15:48,106.04,not evaluated
2022-06-27 16:18,103.96,not evaluated
2022-06-27 16:48,105.28,not evaluated
2022-06-27 17:18,106.69,not evaluated
2022-06-27 17:48,111.39,not evaluated
2022-06-27 18:18,103.95,not evaluated
2022-06-27 18:48,110.18,not evaluated
2022-06-27 19:18,114.83,not evaluated
2022-06-27 19:48,101.44,not evaluated
2022-06-27 20:18,109.76,not evaluated
2022-06-27 20:48,110.15,not evaluated
2022-06-27 21:18,116.10,not evaluated
2022-06-27 21:48,116.26,not evaluated
2022-06-27 22:18,109.03,not evaluated
2022-06-27 22:48,113.76,not evaluated
2022-06-27 23:18,103.99,not evaluated
2022-06-27 23:48,101.83,not evaluated
2022-06-28 00:18,104.41,not evaluated
2022-06-28 00:48,100.04,not evaluated
2022-06-28 01:18,108.37,not evaluated
2022-06-28 01:48,111.25,not evaluated
2022-06-28 02:18,108.77,not evaluated
2022-06-28 02:48,106.61,not evaluated
2022-06-28 03:18,106.36,not evaluated
2022-06-28 03:48,116.56,not evaluated
2022-06-28 04:18,108.25,not evaluated
2022-06-28 04:48,102.17,not evaluated
2022-06-28 05:18,108.71,not evaluated
2022-06-28 05:48,107.51,not evaluated
2022-06-28 06:18,106.58,not evaluated
2022-06-28 06:48,112.55,not evaluated
2022-06-28 07:18,111.59,not evaluated
2022-06-28 07:48,114.85,not evaluated
2022-06-28 08:18,113.64,not evaluated
2022-06-28 08:48,119.27,not evaluated
2022-06-28 09:18,108.98,not evaluated
2022-06-28 09:48,110.08,not evaluated
2022-06-28 10:18,110.61,not evaluated
2022-06-28 10:48,111.84,not evaluated
2022-06-28 11:18,111.34,not evaluated
2022-06-28 11:48,110.63,not evaluated
2022-06-28 12:18,106.52,not evaluated
2022-06-28 12:48,109.24,not evaluated
2022-06-28 13:18,119.08,not evaluated
2022-06-28 13:48,117.74,not evaluated
2022-06-28 14:18,113.30,not evaluated
2022-06-28 14:48,115.65,not evaluated
2022-06-28 15:18,61.48,not evaluated
2022-06-28 15:48,56.10,not evaluated
2022-06-28 16:18,58.41,not evaluated
2022-06-28 16:48,57.64,not evaluated
2022-06-28 17:18,63.11,not evaluated
2022-06-28 17:48,58.95,not evaluated
2022-06-28 18:18,57.15,not evaluated
2022-06-28 18:48,55.20,not evaluated
2022-06-28 19:18,64.22,not evaluated
2022-06-28 19:48,60.40,not evaluated
2022-06-28 20:18,66.70,not evaluated
2022-06-28 20:48,62.58,not evaluated
2022-06-28 21:18,58.77,not evaluated
2022-06-28 21:48,107.97,not evaluated
2022-06-28 22:18,114.33,not evaluated
2022-06-28 22:48,112.07,not evaluated
2022-06-28 23:18,120.64,not evaluated
2022-06-28 23:48,124.23,not evaluated
2022-06-29 00:18,120.47,not evaluated
2022-06-29 00:48,122.52,not evaluated
2022-06-29 01:18,120.26,not evaluated
2022-06-29 01:48,113.48,not evaluated
2022-06-29 02:18,121.27,not evaluated
2022-06-29 02:48,122.34,not evaluated
2022-06-29 03:18,124.26,not evaluated
2022-06-29 03:48,116.87,not evaluated
2022-06-29 04:18,114.52,not evaluated
2022-06-29 04:48,120.63,not evaluated
2022-06-29 05:18,121.06,not evaluated
2022-06-29 05:48,120.83,not evaluated
2022-06-29 06:18,121.29,not evaluated
2022-06-29 06:48,116.88,not evaluated
2022-06-29 07:18,114.30,not evaluated
2022-06-29 07:48,113.84,not evaluated
2022-06-29 08:18,115.98,not evaluated
2022-06-29 08:48,114.75,not evaluated
2022-06-29 09:18,115.96,not evaluated
2022-06-29 09:48,115.40,not evaluated
2022-06-29 10:18,121.04,not evaluated
2022-06-29 10:48,118.45,not evaluated
2022-06-29 11:18,109.64,not evaluated
2022-06-29 11:48,115.72,not evaluated
2022-06-29 12:18,115.05,not evaluated
2022-06-29 12:48,114.24,not evaluated
2022-06-29 13:18,115.71,not evaluated
2022-06-29 13:48,113.57,not evaluated
2022-06-29 14:18,121.43,not evaluated
2022-06-29 14:48,118.67,not evaluated
2022-06-29 15:18,115.83,not evaluated
2022-06-29 15:48,105.70,not evaluated
2022-06-29 16:18,112.18,not evaluated
2022-06-29 16:48,114.72,not evaluated
2022-06-29 17:18,72.02,not evaluated
2022-06-29 17:48,118.82,not evaluated
2022-06-29 18:18,121.59,not evaluated
2022-06-29 18:48,116.81,not evaluated
2022-06-29 19:18,120.38,not evaluated
2022-06-29 19:48,67.86,not evaluated
2022-06-29 20:18,66.68,not evaluated
2022-06-29 20:48,115.95,not evaluated
2022-06-29 21:18,109.53,not evaluated
2022-06-29 21:48,111.89,not evaluated
2022-06-29 22:18,113.34,not evaluated
2022-06-29 22:48,112.73,not evaluated
2022-06-29 23:18,112.09,not evaluated
2022-06-29 23:48,112.57,not evaluated
2022-06-30 00:18,114.59,not evaluated
2022-06-30 00:48,111.40,not evaluated
2022-06-30 01:18,111.52,not evaluated
2022-06-30 01:48,117.50,not evaluated
2022-06-30 02:18,110.24,not evaluated
2022-06-30 02:48,115.57,not evaluated
2022-06-30 03:18,112.35,not evaluated
2022-06-30 03:48,115.64,not evaluated
2022-06-30 04:18,118.17,not evaluated
2022-06-30 04:48,111.26,not evaluated
2022-06-30 05:18,113.14,not evaluated
2022-06-30 05:48,113.06,not evaluated
2022-06-30 06:18,115.08,not evaluated
2022-06-30 06:48,115.24,not evaluated
2022-06-30 07:18,116.80,not evaluated
2022-06-30 07:48,112.98,not evaluated
2022-06-30 08:18,110.48,not evaluated
2022-06-30 08:48,105.44,not evaluated
2022-06-30 09:18,115.92,not evaluated
2022-06-30 09:48,107.11,not evaluated
2022-06-30 10:18,113.47,not evaluated
2022-06-30 10:48,112.51,not evaluated
2022-06-30 11:18,106.69,not evaluated
2022-06-30 11:48,110.02,not evaluated
2022-06-30 12:18,113.87,not evaluated
2022-06-30 12:48,109.98,not evaluated
2022-06-30 13:18,112.93,not evaluated
2022-06-30 13:48,115.27,not evaluated
2022-06-30 14:18,111.61,not evaluated
2022-06-30 14:48,80.30,not evaluated
2022-06-30 15:18,116.54,not evaluated
2022-06-30 15:48,125.52,not evaluated
2022-06-30 16:18,118.04,not evaluated
2022-06-30 16:48,117.67,not evaluated
2022-06-30 17:18,114.09,not evaluated
2022-06-30 17:48,109.90,not evaluated
2022-06-30 18:18,119.82,not evaluated
2022-06-30 18:48,121.04,not evaluated
2022-06-30 19:18,111.73,not evaluated
2022-06-30 19:48,116.51,not evaluated
2022-06-30 20:18,115.32,not evaluated
2022-06-30 20:48,121.75,not evaluated
2022-06-30 21:18,126.02,not evaluated
2022-06-30 21:48,112.34,not evaluated
2022-06-30 22:18,109.44,not evaluated
2022-06-30 22:48,120.03,not evaluated
2022-06-30 23:18,116.37,not evaluated
2022-06-30 23:48,112.86,not evaluated
2022-07-01 00:18,123.83,not evaluated
2022-07-01 00:48,112.97,not evaluated
2022-07-01 01:18,114.43,not evaluated
2022-07-01 01:48,117.90,not evaluated
2022-07-01 02:18,119.79,not evaluated
2022-07-01 02:48,116.01,not evaluated
2022-07-01 03:18,117.91,not evaluated
2022-07-01 03:48,113.59,not evaluated
2022-07-01 04:18,116.81,not evaluated
2022-07-01 04:48,110.97,not evaluated
2022-07-01 05:18,112.17,not evaluated
2022-07-01 05:48,112.78,not evaluated
2022-07-01 06:18,110.95,not evaluated
2022-07-01 06:48,107.96,not evaluated
2022-07-01 07:18,110.83,not evaluated
2022-07-01 07:48,110.42,not evaluated
2022-07-01 08:18,110.97,not evaluated
2022-07-01 08:48,111.59,not evaluated
2022-07-01 09:18,114.10,not evaluated
2022-07-01 09:48,108.51,not evaluated
2022-07-01 10:18,111.52,not evaluated
2022-07-01 10:48,110.20,not evaluated
2022-07-01 11:18,114.36,not evaluated
2022-07-01 11:48,112.94,not evaluated
2022-07-01 12:18,108.72,not evaluated
2022-07-01 12:48,108.28,not evaluated
2022-07-01 13:18,115.30,not evaluated
2022-07-01 13:48,112.53,not evaluated
2022-07-01 14:18,111.33,not evaluated
2022-07-01 14:48,115.79,not evaluated
2022-07-01 15:18,112.18,not evaluated
2022-07-01 15:48,114.26,not evaluated
2022-07-01 16:18,145.42,not evaluated
2022-07-01 16:48,143.20,not evaluated
2022-07-01 17:18,143.17,not evaluated
2022-07-01 17:48,140.78,not evaluated
2022-07-01 18:18,138.32,not evaluated
2022-07-01 18:48,140.33,not evaluated
2022-07-01 19:18,141.90,not evaluated
2022-07-01 19:48,141.60,not evaluated
2022-07-01 20:18,139.88,not evaluated
2022-07-01 20:48,138.67,not evaluated
2022-07-01 21:18,137.90,not evaluated
2022-07-01 21:48,141.42,not evaluated
2022-07-01 22:18,144.31,not evaluated
2022-07-01 22:48,138.96,not evaluated
2022-07-01 23:18,121.97,not evaluated
2022-07-01 23:48,139.83,not evaluated
2022-07-02 00:18,141.52,not evaluated
2022-07-02 00:48,144.33,not evaluated
2022-07-02 01:18,141.92,not evaluated
2022-07-02 01:48,140.98,not evaluated
2022-07-02 02:18,138.84,not evaluated
2022-07-02 02:48,138.54,not evaluated
2022-07-02 03:18,137.09,not evaluated
2022-07-02 03:48,139.18,not evaluated
2022-07-02 04:18,137.39,not evaluated
2022-07-02 04:48,135.00,not evaluated
2022-07-02 05:18,138.17,not evaluated
2022-07-02 05:48,117.25,not evaluated
2022-07-02 06:18,138.37,not evaluated
2022-07-02 06:48,136.89,not evaluated
2022-07-02 07:18,120.23,not evaluated
2022-07-02 07:48,114.81,not evaluated
2022-07-02 08:18,137.76,not evaluated
2022-07-02 08:48,137.34,not evaluated
2022-07-02 09:18,135.45,not evaluated
2022-07-02 09:48,141.35,not evaluated
2022-07-02 10:18,142.19,not evaluated
2022-07-02 10:48,141.97,not evaluated
2022-07-02 11:18,138.57,not evaluated
2022-07-02 11:48,148.84,not evaluated
2022-07-02 12:18,133.97,not evaluated
2022-07-02 12:48,131.62,not evaluated
2022-07-02 13:18,132.97,not evaluated
2022-07-02 13:48,136.61,not evaluated
2022-07-02 14:18,132.51,not evaluated
2022-07-02 14:48,129.48,not evaluated
2022-07-02 15:18,130.40,not evaluated
2022-07-02 15:48,116.20,not evaluated
2022-07-02 16:18,111.51,not evaluated
2022-07-02 16:48,126.95,not evaluated
2022-07-02 17:18,128.01,not evaluated
2022-07-02 17:48,131.84,not evaluated
2022-07-02 18:18,129.88,not evaluated
2022-07-02 18:48,116.78,not evaluated
2022-07-02 19:18,136.19,not evaluated
2022-07-02 19:48,135.37,not evaluated
2022-07-02 20:18,120.59,not evaluated
2022-07-02 20:48,118.29,not evaluated
2022-07-02 21:18,118.81,not evaluated
2022-07-02 21:48,122.70,not evaluated
2022-07-02 22:18,134.72,not evaluated
2022-07-02 22:48,137.85,not evaluated
2022-07-02 23:18,138.41,not evaluated
2022-07-02 23:48,135.53,not evaluated
2022-07-03 00:18,110.68,not evaluated
2022-07-03 00:48,111.42,not evaluated
2022-07-03 01:18,135.98,not evaluated
2022-07-03 01:48,119.63,not evaluated
2022-07-03 02:18,139.43,not evaluated
2022-07-03 02:48,137.54,not evaluated
2022-07-03 03:18,131.60,not evaluated
2022-07-03 03:48,134.49,not evaluated
2022-07-03 04:18,134.28,not evaluated
2022-07-03 04:48,125.10,not evaluated
2022-07-03 05:18,130.08,not evaluated
2022-07-03 05:48,132.60,not evaluated
2022-07-03 06:18,134.18,not evaluated
2022-07-03 06:48,135.51,not evaluated
2022-07-03 07:18,111.03,not evaluated
2022-07-03 07:48,111.05,not evaluated
2022-07-03 08:18,135.45,not evaluated
2022-07-03 08:48,133.37,not evaluated
2022-07-03 09:18,117.69,not evaluated
2022-07-03 09:48,138.66,not evaluated
2022-07-03 10:18,133.91,not evaluated
2022-07-03 10:48,138.61,not evaluated
2022-07-03 11:18,137.84,not evaluated
2022-07-03 11:48,116.25,not evaluated
2022-07-03 12:18,144.22,not evaluated
2022-07-03 12:48,118.95,not evaluated
2022-07-03 13:18,118.21,not evaluated
2022-07-03 13:48,140.53,not evaluated
2022-07-03 14:18,120.72,not evaluated
2022-07-03 14:48,122.19,not evaluated
2022-07-03 15:18,121.10,not evaluated
2022-07-03 15:48,116.82,not evaluated
2022-07-03 16:18,118.25,not evaluated
2022-07-03 16:48,115.06,not evaluated
2022-07-03 17:18,113.44,not evaluated
2022-07-03 17:48,117.38,not evaluated
2022-07-03 18:18,111.61,not evaluated
2022-07-03 18:48,113.76,not evaluated
2022-07-03 19:18,115.23,not evaluated
2022-07-03 19:48,115.94,not evaluated
2022-07-03 20:18,119.46,not evaluated
2022-07-03 20:48,114.61,not evaluated
2022-07-03 21:18,117.34,not evaluated
2022-07-03 21:48,111.91,not evaluated
2022-07-03 22:18,117.49,not evaluated
2022-07-03 22:48,146.65,not evaluated
2022-07-03 23:18,119.04,not evaluated
2022-07-03 23:48,118.33,not evaluated
2022-07-04 00:18,148.61,not evaluated
2022-07-04 00:48,151.64,not evaluated
2022-07-04 01:18,113.50,not evaluated
2022-07-04 01:48,114.63,not evaluated
2022-07-04 02:18,111.72,not evaluated
2022-07-04 02:48,114.61,not evaluated
2022-07-04 03:18,112.28,not evaluated
2022-07-04 03:48,109.55,not evaluated
2022-07-04 04:18,50.41,not evaluated
2022-07-04 04:48,109.81,not evaluated
2022-07-04 05:18,110.85,not evaluated
2022-07-04 05:48,120.19,not evaluated
2022-07-04 06:18,116.86,not evaluated
2022-07-04 06:48,124.26,not evaluated
2022-07-04 07:18,113.51,not evaluated
2022-07-04 07:48,114.91,not evaluated
2022-07-04 08:18,118.88,not evaluated
2022-07-04 08:48,150.39,not evaluated
2022-07-04 09:18,114.35,not evaluated
2022-07-04 09:48,115.85,not evaluated
2022-07-04 10:18,113.57,not evaluated
2022-07-04 10:48,110.79,not evaluated
2022-07-04 11:18,106.22,not evaluated
2022-07-04 11:48,114.65,not evaluated
2022-07-04 12:18,113.32,not evaluated
2022-07-04 12:48,110.35,not evaluated
2022-07-04 13:18,112.97,not evaluated
2022-07-04 13:48,109.43,not evaluated
2022-07-04 14:18,112.04,not evaluated
2022-07-04 14:48,114.49,not evaluated
2022-07-04 15:18,121.40,not evaluated
2022-07-04 15:48,110.97,not evaluated
2022-07-04 16:18,110.87,not evaluated
2022-07-04 16:48,107.80,not evaluated
2022-07-04 17:18,112.76,not evaluated
2022-07-04 17:48,111.60,not evaluated
2022-07-04 18:18,111.97,not evaluated
2022-07-04 18:48,116.09,not evaluated
2022-07-04 19:18,114.41,not evaluated
2022-07-04 19:48,115.59,not evaluated
2022-07-04 20:18,118.04,not evaluated
2022-07-04 20:48,113.32,not evaluated
2022-07-04 21:18,113.05,not evaluated
2022-07-04 21:48,109.68,not evaluated
2022-07-04 22:18,110.95,not evaluated
2022-07-04 22:48,114.32,not evaluated
2022-07-04 23:18,113.59,not evaluated
2022-07-04 23:48,110.22,not evaluated
2022-07-05 00:18,111.10,not evaluated
2022-07-05 00:48,112.72,not evaluated
2022-07-05 01:18,106.92,not evaluated
2022-07-05 01:48,113.56,not evaluated
2022-07-05 02:18,117.52,not evaluated
2022-07-05 02:48,114.19,not evaluated
2022-07-05 03:18,112.52,not evaluated
2022-07-05 03:48,115.29,not evaluated
2022-07-05 04:18,116.46,not evaluated
2022-07-05 04:48,111.13,not evaluated
2022-07-05 05:18,114.37,not evaluated
2022-07-05 05:48,112.53,not evaluated
2022-07-05 06:18,112.34,not evaluated
2022-07-05 06:48,114.23,not evaluated
2022-07-05 07:18,110.58,not evaluated
2022-07-05 07:48,115.65,not evaluated
2022-07-05 08:18,114.87,not evaluated
2022-07-05 08:48,113.71,not evaluated
2022-07-05 09:18,116.06,not evaluated
2022-07-05 09:48,115.94,not evaluated
2022-07-05 10:18,119.36,not evaluated
2022-07-05 10:48,109.91,not evaluated
2022-07-05 11:18,116.32,not evaluated
2022-07-05 11:48,112.90,not evaluated
2022-07-05 12:18,118.29,not evaluated
2022-07-05 12:48,114.14,not evaluated
2022-07-05 13:18,114.25,not evaluated
2022-07-05 13:48,117.88,not evaluated
2022-07-05 14:18,114.98,not evaluated
2022-07-05 14:48,120.07,not evaluated
2022-07-05 15:18,119.75,not evaluated
2022-07-05 15:48,118.32,not evaluated
2022-07-05 16:18,119.68,not evaluated
2022-07-05 16:48,117.56,not evaluated
2022-07-05 17:18,122.90,not evaluated
2022-07-05 17:48,116.86,not evaluated
2022-07-05 18:18,117.69,not evaluated
2022-07-05 18:48,115.33,not evaluated
2022-07-05 19:18,116.03,not evaluated
2022-07-05 19:48,116.26,not evaluated
2022-07-05 20:18,115.34,not evaluated
2022-07-05 20:48,113.47,not evaluated
2022-07-05 21:18,118.23,not evaluated
2022-07-05 21:48,118.43,not evaluated
2022-07-05 22:18,117.85,not evaluated
2022-07-05 22:48,118.97,not evaluated
2022-07-05 23:18,119.42,not evaluated
2022-07-05 23:48,94.25,not evaluated
2022-07-06 00:18,115.92,not evaluated
2022-07-06 00:48,117.00,not evaluated
2022-07-06 01:18,118.69,not evaluated
2022-07-06 01:48,109.88,not evaluated
2022-07-06 02:18,119.21,not evaluated
2022-07-06 02:48,109.17,not evaluated
2022-07-06 03:18,116.10,not evaluated
2022-07-06 03:48,119.59,not evaluated
2022-07-06 04:18,117.99,not evaluated
2022-07-06 04:48,118.37,not evaluated
2022-07-06 05:18,116.25,not evaluated
2022-07-06 05:48,115.16,not evaluated
2022-07-06 06:18,117.07,not evaluated
2022-07-06 06:48,120.46,not evaluated
2022-07-06 07:18,117.90,not evaluated
2022-07-06 07:48,114.48,not evaluated
2022-07-06 08:18,120.29,not evaluated
2022-07-06 08:48,122.26,not evaluated
2022-07-06 09:18,121.59,not evaluated
2022-07-06 09:48,121.56,not evaluated
2022-07-06 10:18,121.80,not evaluated
2022-07-06 10:48,116.67,not evaluated
2022-07-06 11:18,117.17,not evaluated
2022-07-06 11:48,120.98,not evaluated
2022-07-06 12:18,121.93,not evaluated
2022-07-06 12:48,123.99,not evaluated
2022-07-06 13:18,124.62,not evaluated
2022-07-06 13:48,123.49,not evaluated
2022-07-06 14:18,126.16,not evaluated
2022-07-06 14:48,123.95,not evaluated
2022-07-06 15:18,115.30,not evaluated
2022-07-06 15:48,119.01,not evaluated
2022-07-06 16:18,122.80,not evaluated
2022-07-06 16:48,120.07,not evaluated
2022-07-06 17:18,123.20,not evaluated
2022-07-06 17:48,120.72,not evaluated
2022-07-06 18:18,120.48,not evaluated
2022-07-06 18:48,122.14,not evaluated
2022-07-06 19:18,115.44,not evaluated
2022-07-06 19:48,127.07,not evaluated
2022-07-06 20:18,120.36,not evaluated
2022-07-06 20:48,120.16,not evaluated
2022-07-06 21:18,121.03,not evaluated
2022-07-06 21:48,122.07,not evaluated
2022-07-06 22:18,117.85,not evaluated
2022-07-06 22:48,123.38,not evaluated
2022-07-06 23:18,124.31,not evaluated
2022-07-06 23:48,121.23,not evaluated
2022-07-07 00:18,121.47,not evaluated
2022-07-07 00:48,118.65,not evaluated
2022-07-07 01:18,122.50,not evaluated
2022-07-07 01:48,118.51,not evaluated
2022-07-07 02:18,124.59,not evaluated
2022-07-07 02:48,123.76,not evaluated
2022-07-07 03:18,152.47,not evaluated
2022-07-07 03:48,114.87,not evaluated
2022-07-07 04:18,156.88,not evaluated
2022-07-07 04:48,124.16,not evaluated
2022-07-07 05:18,121.62,not evaluated
2022-07-07 05:48,124.66,not evaluated
2022-07-07 06:18,124.62,not evaluated
2022-07-07 06:48,117.34,not evaluated
2022-07-07 07:18,119.67,not evaluated
2022-07-07 07:48,118.95,not evaluated
2022-07-07 08:18,120.24,not evaluated
2022-07-07 08:48,111.85,not evaluated
2022-07-07 09:18,112.85,not evaluated
2022-07-07 09:48,122.67,not evaluated
2022-07-07 10:18,114.97,not evaluated
2022-07-07 10:48,118.94,not evaluated
2022-07-07 11:18,121.60,not evaluated
2022-07-07 11:48,126.83,not evaluated
2022-07-07 12:18,118.95,not evaluated
2022-07-07 12:48,125.30,not evaluated
2022-07-07 13:18,128.95,not evaluated
2022-07-07 13:48,128.57,not evaluated
2022-07-07 14:18,124.46,not evaluated
2022-07-07 14:48,123.56,not evaluated
2022-07-07 15:18,117.50,not evaluated
2022-07-07 15:48,117.75,not evaluated
2022-07-07 16:18,120.20,not evaluated
2022-07-07 16:48,120.41,not evaluated
2022-07-07 17:18,116.45,not evaluated
2022-07-07 17:48,118.64,not evaluated
2022-07-07 18:18,151.34,not evaluated
2022-07-07 18:48,120.99,not evaluated
2022-07-07 19:18,122.36,not evaluated
2022-07-07 19:48,122.47,not evaluated
2022-07-07 20:18,118.12,not evaluated
2022-07-07 20:48,150.46,not evaluated
2022-07-07 21:18,116.25,not evaluated
2022-07-07 21:48,125.91,not evaluated
2022-07-07 22:18,114.81,not evaluated
2022-07-07 22:48,117.56,not evaluated
2022-07-07 23:18,111.19,not evaluated
2022-07-07 23:48,121.48,not evaluated
2022-07-08 00:18,115.19,not evaluated
2022-07-08 00:48,115.22,not evaluated
2022-07-08 01:18,151.45,not evaluated
2022-07-08 01:48,135.81,not evaluated
2022-07-08 02:18,137.40,not evaluated
2022-07-08 02:48,139.85,not evaluated
2022-07-08 03:18,141.68,not evaluated
2022-07-08 03:48,152.92,not evaluated
2022-07-08 04:18,155.84,not evaluated
2022-07-08 04:48,149.95,not evaluated
2022-07-08 05:18,155.75,not evaluated
2022-07-08 05:48,152.21,not evaluated
2022-07-08 06:18,152.87,not evaluated
2022-07-08 06:48,153.15,not evaluated
2022-07-08 07:18,148.42,not evaluated
2022-07-08 07:48,154.63,not evaluated
2022-07-08 08:18,143.77,not evaluated
2022-07-08 08:48,142.51,not evaluated
2022-07-08 09:18,149.60,not evaluated
2022-07-08 09:48,144.09,not evaluated
2022-07-08 10:18,141.67,not evaluated
2022-07-08 10:48,139.12,not evaluated
2022-07-08 11:18,137.53,not evaluated
2022-07-08 11:48,132.10,not evaluated
2022-07-08 12:18,132.84,not evaluated
2022-07-08 12:48,115.17,not evaluated
2022-07-08 13:18,137.18,not evaluated
2022-07-08 13:48,142.95,not evaluated
2022-07-08 14:18,133.59,not evaluated
2022-07-08 14:48,135.83,not evaluated
2022-07-08 15:18,144.35,not evaluated
2022-07-08 15:48,148.21,not evaluated
2022-07-08 16:18,140.00,not evaluated
2022-07-08 16:48,135.21,not evaluated
2022-07-08 17:18,143.81,not evaluated
2022-07-08 17:48,143.22,not evaluated
2022-07-08 18:18,146.29,not evaluated
2022-07-08 18:48,145.41,not evaluated
2022-07-08 19:18,142.70,not evaluated
2022-07-08 19:48,150.07,not evaluated
2022-07-08 20:18,141.10,not evaluated
2022-07-08 20:48,143.00,not evaluated
2022-07-08 21:18,139.24,not evaluated
2022-07-08 21:48,134.85,not evaluated
2022-07-08 22:18,137.33,not evaluated
2022-07-08 22:48,139.88,not evaluated
2022-07-08 23:18,134.66,not evaluated
2022-07-08 23:48,132.72,not evaluated
2022-07-09 00:18,140.73,not evaluated
2022-07-09 00:48,141.18,not evaluated
2022-07-09 01:18,144.72,not evaluated
2022-07-09 01:48,143.83,not evaluated
2022-07-09 02:18,144.67,not evaluated
2022-07-09 02:48,146.57,not evaluated
